enc,bench,method,top_k,success,token_used,iter_used,delta_mrr,delta_ndcg,delta_cos
bert-base-uncased,scifact,random,1,0,5,0,0.00011160714285714268,0.0,0.04097467660903931
bert-base-uncased,scifact,random,10,0,5,0,0.00011160714285714268,0.0,0.04097467660903931
bert-base-uncased,scifact,random,20,0,5,0,0.00011160714285714268,0.0,0.04097467660903931
bert-base-uncased,scifact,greedy,1,0,5,0,0.001964097942015923,0.0,0.004965662956237793
bert-base-uncased,scifact,greedy,10,0,5,0,0.001964097942015923,0.0,0.004965662956237793
bert-base-uncased,scifact,greedy,20,0,5,0,0.001964097942015923,0.0,0.004965662956237793
bert-base-uncased,scifact,ggpp,1,0,5,0,0.004396115988294759,0.0,-0.034685373306274414
bert-base-uncased,scifact,ggpp,10,0,5,0,0.004396115988294759,0.0,-0.034685373306274414
bert-base-uncased,scifact,ggpp,20,0,5,0,0.004396115988294759,0.0,-0.034685373306274414
bert-base-uncased,scifact,de,1,0,5,150,0.03329228243021346,0.0,0.09781169891357422
bert-base-uncased,scifact,de,10,0,5,150,0.03329228243021346,0.0,0.09781169891357422
bert-base-uncased,scifact,de,20,0,5,150,0.03329228243021346,0.0,0.09781169891357422
bert-base-uncased,scifact,none,1,0,0,0,0.0,0.0,0.0
bert-base-uncased,scifact,none,10,0,0,0,0.0,0.0,0.0
bert-base-uncased,scifact,none,20,0,0,0,0.0,0.0,0.0
bert-base-uncased,scifact,random,1,0,5,0,-0.0011485042735042738,0.0,-0.02835184335708618
bert-base-uncased,scifact,random,10,0,5,0,-0.0011485042735042738,0.0,-0.02835184335708618
bert-base-uncased,scifact,random,20,0,5,0,-0.0011485042735042738,0.0,-0.02835184335708618
bert-base-uncased,scifact,greedy,1,0,5,0,0.05128205128205128,0.23540891336663824,-0.083407461643219
bert-base-uncased,scifact,greedy,10,0,5,0,0.05128205128205128,0.23540891336663824,-0.083407461643219
bert-base-uncased,scifact,greedy,20,1,5,0,0.05128205128205128,0.23540891336663824,-0.083407461643219
bert-base-uncased,scifact,ggpp,1,0,5,0,0.49572649572649574,0.6309297535714575,0.05255800485610962
bert-base-uncased,scifact,ggpp,10,1,5,0,0.49572649572649574,0.6309297535714575,0.05255800485610962
bert-base-uncased,scifact,ggpp,20,1,5,0,0.49572649572649574,0.6309297535714575,0.05255800485610962
