enc,bench,method,top_k,success,token_used,iter_used,delta_mrr,delta_ndcg,delta_cos
bert-base-uncased,scifact,random,1,0,5,0,-0.029135165037801954,0.0,-0.12096577882766724
bert-base-uncased,scifact,random,10,0,5,0,-0.029135165037801954,0.0,-0.12096577882766724
bert-base-uncased,scifact,random,20,0,5,0,-0.029135165037801954,0.0,-0.12096577882766724
bert-base-uncased,scifact,greedy,1,0,3,0,0.015517241379310348,0.227670248696953,-0.057537972927093506
bert-base-uncased,scifact,greedy,10,0,3,0,0.015517241379310348,0.227670248696953,-0.057537972927093506
bert-base-uncased,scifact,greedy,20,1,3,0,0.015517241379310348,0.227670248696953,-0.057537972927093506
bert-base-uncased,scifact,ggpp,1,1,5,0,0.9655172413793104,1.0,0.042692720890045166
bert-base-uncased,scifact,ggpp,10,1,5,0,0.9655172413793104,1.0,0.042692720890045166
bert-base-uncased,scifact,ggpp,20,1,5,0,0.9655172413793104,1.0,0.042692720890045166
bert-base-uncased,scifact,de,1,0,1,3,0.018148820326678763,0.23137821315975915,0.009188055992126465
bert-base-uncased,scifact,de,10,0,1,3,0.018148820326678763,0.23137821315975915,0.009188055992126465
bert-base-uncased,scifact,de,20,1,1,3,0.018148820326678763,0.23137821315975915,0.009188055992126465
