method,success_cnt,succ_rate,avg_token,avg_iter,avg_dMRR,avg_dNDCG,avg_dcos
DE_fixed,2,1.0,5.0,800.0,0.9925674529102324,1.0,0.09567239880561826
DE_fixed_stop,10,1.0,5.0,2110.0,0.9705259858948004,0.9373334726197327,0.03130322098731997
DE_seq,5,1.0,2.2,576.0,0.936226981164093,0.8648164732895142,0.04222935438156126
DE_seq_stop,19,1.0,2.9473684210526314,4949.473684210527,0.975942538345307,0.951803678941023,0.008627985653124363
ggpp,14,1.0,5.0,3.142857142857143,0.9771145120670865,0.9552381947283806,0.05511923772948125
greedy,55,1.0,5.0,2.4909090909090907,0.9899132373867451,0.9833503618159898,-0.008180819858204234
