loss,sim
0.1481892466545105,0.701370894908905
0.1464090347290039,0.7025291919708252
0.1371544599533081,0.7161391973495483
0.14584475755691528,0.7076286673545837
0.1210862398147583,0.7033122777938843
0.1339462399482727,0.7179232835769653
0.145952045917511,0.7086951732635498
0.13493382930755615,0.7039006948471069
0.13124072551727295,0.7216684818267822
0.1438823938369751,0.7091870307922363
0.11496508121490479,0.6379859447479248
0.1473427414894104,0.7078397870063782
0.14476275444030762,0.7122847437858582
0.13182896375656128,0.7175700068473816
0.14859700202941895,0.7082661390304565
0.13604289293289185,0.7108443975448608
0.12844008207321167,0.7148945331573486
0.14194440841674805,0.7096676826477051
0.11542439460754395,0.7089016437530518
0.14005160331726074,0.7124251127243042
0.14079856872558594,0.7138475775718689
0.14406079053878784,0.7136109471321106
0.1343020796775818,0.7206115126609802
0.14136874675750732,0.7125558853149414
0.13682907819747925,0.7202008962631226
0.13828814029693604,0.7163782119750977
0.1369560956954956,0.7183846235275269
0.14193135499954224,0.7120592594146729
0.13308054208755493,0.7172637581825256
0.14273422956466675,0.708442211151123
0.1392742395401001,0.7174358367919922
0.1419094204902649,0.7101439833641052
0.13914281129837036,0.7157652974128723
0.14550942182540894,0.7094518542289734
0.13643157482147217,0.7184776067733765
0.14116984605789185,0.7144984602928162
0.14136362075805664,0.7162129878997803
0.13781452178955078,0.7166401147842407
0.14605790376663208,0.7079900503158569
0.14566707611083984,0.7081283330917358
0.11496508121490479,0.6379859447479248
0.1314011812210083,0.7195436954498291
0.1394328474998474,0.7175854444503784
0.13171982765197754,0.7174633741378784
0.14464998245239258,0.708209216594696
0.13599324226379395,0.7097066640853882
0.12753844261169434,0.7247428894042969
0.14166831970214844,0.7084497213363647
0.13533753156661987,0.7126479148864746
0.13856494426727295,0.7146978378295898
0.14622831344604492,0.7092244625091553
0.1473393440246582,0.6903023719787598
0.11184322834014893,0.7022463083267212
0.14358901977539062,0.707517147064209
0.13519495725631714,0.7150232791900635
0.13639771938323975,0.7158598899841309
0.13897669315338135,0.7080876231193542
0.10440903902053833,0.7157106995582581
0.1520046591758728,0.6972890496253967
0.12163925170898438,0.7202416658401489
0.13011598587036133,0.7194195985794067
0.10440903902053833,0.7157106995582581
0.1407080888748169,0.7063262462615967
0.13051629066467285,0.7163468599319458
0.14572590589523315,0.7092747092247009
0.12816715240478516,0.724340558052063
0.13032567501068115,0.720247209072113
0.14029526710510254,0.7080456018447876
0.14715361595153809,0.7090964317321777
0.1456562876701355,0.708564281463623
0.14275848865509033,0.7084356546401978
0.13594835996627808,0.7194925546646118
0.1386520266532898,0.7188369035720825
0.14927947521209717,0.7067450284957886
0.12498712539672852,0.7171050310134888
0.13112115859985352,0.7242715358734131
0.14120155572891235,0.7078635692596436
0.14548921585083008,0.7080602645874023
0.14349079132080078,0.7060681581497192
0.14390134811401367,0.7101615071296692
0.14803874492645264,0.7067134380340576
0.13813680410385132,0.7135610580444336
0.10440903902053833,0.7157106995582581
0.11861491203308105,0.7240136861801147
0.10584187507629395,0.7183235883712769
0.0761120617389679,0.4842918813228607
0.144162118434906,0.7105724811553955
0.12470722198486328,0.7086504697799683
0.13791191577911377,0.7136052846908569
0.1413818597793579,0.7135509252548218
0.1458193063735962,0.7054406404495239
0.1485384702682495,0.7017812728881836
0.13980913162231445,0.7113945484161377
0.14831960201263428,0.7044082880020142
0.1409844160079956,0.7084306478500366
0.10126441717147827,0.7030839920043945
0.1439151167869568,0.7121820449829102
0.13030493259429932,0.6835848093032837
0.1402466893196106,0.7148352861404419
0.14365041255950928,0.7114720344543457
0.14278405904769897,0.7129371762275696
0.1402466893196106,0.7148352861404419
0.12108880281448364,0.7264853715896606
0.0761120617389679,0.4842918813228607
0.1381813883781433,0.7136074900627136
0.11491131782531738,0.7166695594787598
0.0917898416519165,0.6201024055480957
0.13329273462295532,0.7169370651245117
0.14268755912780762,0.7149039506912231
0.12287557125091553,0.6680637001991272
0.12817621231079102,0.7080944776535034
0.12256920337677002,0.7244936227798462
0.14497411251068115,0.7070636749267578
0.12439876794815063,0.7207299470901489
0.11583489179611206,0.7218984365463257
0.13155055046081543,0.7182494401931763
0.13996601104736328,0.715121865272522
0.14898085594177246,0.7032381296157837
0.13248169422149658,0.7128615975379944
0.10635320842266083,0.1663448065519333
0.13300395011901855,0.7191252708435059
0.14433038234710693,0.709609866142273
0.1314881443977356,0.7102727890014648
0.12127500772476196,0.7291172742843628
0.0761120617389679,0.4842918813228607
0.13655883073806763,0.7202139496803284
0.11890196800231934,0.7250635623931885
0.13619381189346313,0.7035839557647705
0.14074575901031494,0.7112925052642822
0.1320473551750183,0.7217385768890381
0.1491047739982605,0.7042878866195679
0.14317435026168823,0.7009997963905334
0.13189446926116943,0.7222434282302856
0.14103150367736816,0.7182546257972717
0.14606821537017822,0.7073847055435181
0.14396202564239502,0.7077393531799316
0.10560226440429688,0.7096166610717773
0.127210795879364,0.7148295640945435
0.14503473043441772,0.7110483646392822
0.14715242385864258,0.7092996835708618
0.14163076877593994,0.7107723951339722
0.1237751841545105,0.7036372423171997
0.1401922106742859,0.7145611643791199
0.10158342123031616,0.7022556662559509
0.13844937086105347,0.7129414677619934
0.0761120617389679,0.4842918813228607
0.14316606521606445,0.7115901708602905
0.14404433965682983,0.7113219499588013
0.13229507207870483,0.6932141780853271
0.1447872519493103,0.7061823606491089
0.1451786756515503,0.713545560836792
0.138291597366333,0.7092145681381226
0.12747430801391602,0.7256653904914856
0.13953888416290283,0.7148430347442627
0.1444000005722046,0.7084614634513855
0.12705600261688232,0.7019089460372925
0.1404433250427246,0.711754322052002
0.1435643434524536,0.7110813856124878
0.1323290467262268,0.7171563506126404
0.13557785749435425,0.720370352268219
0.14711236953735352,0.6733903884887695
0.14864856004714966,0.7055934071540833
0.15086835622787476,0.7043507695198059
0.1401253342628479,0.7135981917381287
0.14238017797470093,0.7128803730010986
0.1087803840637207,0.6877765655517578
0.0761120617389679,0.4842918813228607
0.14279073476791382,0.7107483744621277
0.1400691270828247,0.7041068077087402
0.13858729600906372,0.7143419981002808
0.14649569988250732,0.7026804685592651
0.13424521684646606,0.7019448280334473
0.1387571096420288,0.7096006870269775
0.11219483613967896,0.6855058073997498
0.14520299434661865,0.706656813621521
0.12665939331054688,0.7130122184753418
0.14445394277572632,0.710476815700531
0.14077132940292358,0.7116441130638123
0.11214762926101685,0.7127605676651001
0.12000232934951782,0.6806914210319519
0.13037264347076416,0.722348690032959
0.1406184434890747,0.7119948863983154
0.14642786979675293,0.7074429988861084
0.13400912284851074,0.7205874919891357
0.15194445848464966,0.7014687061309814
0.14416706562042236,0.7088193893432617
0.12958180904388428,0.6915241479873657
0.0761120617389679,0.4842918813228607
0.12188720703125,0.6901776790618896
0.12330865859985352,0.7217806577682495
0.1388511061668396,0.7135657072067261
0.14428985118865967,0.7093112468719482
0.1439945101737976,0.7094431519508362
0.12954896688461304,0.72279953956604
0.1473677158355713,0.7079228162765503
0.09679770469665527,0.7306487560272217
0.14532536268234253,0.7070775628089905
0.1408904790878296,0.7162914872169495
0.14075738191604614,0.7100435495376587
0.12813442945480347,0.7286295890808105
0.12154185771942139,0.6607613563537598
0.14903110265731812,0.7044588327407837
0.14927011728286743,0.7096903324127197
0.14579033851623535,0.7089593410491943
0.12779831886291504,0.7210720777511597
0.14648741483688354,0.7102078199386597
0.0998799204826355,0.7177478671073914
0.1458897590637207,0.7089980244636536
0.0761120617389679,0.4842918813228607
0.13200002908706665,0.7170543670654297
0.1397867202758789,0.7119463682174683
0.14297932386398315,0.7108863592147827
0.07187902927398682,0.5296672582626343
0.097359299659729,0.7242908477783203
0.13460373878479004,0.6974082589149475
0.1419581174850464,0.7148740291595459
0.13434910774230957,0.7205440998077393
0.14484870433807373,0.7097548246383667
0.14370858669281006,0.7125009894371033
0.13810819387435913,0.6774539351463318
0.1421695351600647,0.7024593353271484
0.14344370365142822,0.7101657390594482
0.14202582836151123,0.7135962247848511
0.1306740641593933,0.7088143825531006
0.1348605751991272,0.7183874249458313
0.14614808559417725,0.7114094495773315
0.14245367050170898,0.7128474712371826
0.13129758834838867,0.7257312536239624
0.13980627059936523,0.7093181610107422
0.07187902927398682,0.5296672582626343
0.14519774913787842,0.7142147421836853
0.14050382375717163,0.6906061172485352
0.15081870555877686,0.7085041999816895
0.11108410358428955,0.6674239635467529
0.14467281103134155,0.6989262700080872
0.1443203091621399,0.70719313621521
0.1441495418548584,0.7112319469451904
0.14431238174438477,0.7067331075668335
0.14294034242630005,0.7118312120437622
0.1431053876876831,0.677160382270813
0.1292656660079956,0.7171211242675781
0.11673927307128906,0.6756893396377563
0.1276736855506897,0.7200874090194702
0.13811922073364258,0.7116422653198242
0.12122517824172974,0.7185996174812317
0.1365184187889099,0.7060425877571106
0.14500868320465088,0.7036840915679932
0.11738771200180054,0.6970939636230469
0.15162312984466553,0.7049821019172668
0.11120951175689697,0.7310994863510132
0.07187902927398682,0.5296672582626343
0.1438767910003662,0.7106618881225586
0.14501619338989258,0.7060062289237976
0.13815230131149292,0.7128735780715942
0.149436354637146,0.701264500617981
0.09590888023376465,0.5755399465560913
0.13766682147979736,0.7160356044769287
0.11727845668792725,0.7005987763404846
0.12513428926467896,0.7039952278137207
0.1181713342666626,0.6708781719207764
0.12336808443069458,0.7182494401931763
0.1347758173942566,0.7165061831474304
0.12118875980377197,0.7287169098854065
0.14503997564315796,0.7067404985427856
0.10755383968353271,0.6669120788574219
0.14362317323684692,0.7107054591178894
0.14104962348937988,0.7167451977729797
0.13550716638565063,0.7170801162719727
0.1342564821243286,0.7243266105651855
0.1350182294845581,0.714013934135437
0.14649569988250732,0.7026804685592651
0.07187902927398682,0.5296672582626343
0.12334144115447998,0.7237167954444885
0.13059616088867188,0.7072153687477112
0.14002585411071777,0.7101728916168213
0.14337891340255737,0.7124916315078735
0.14198601245880127,0.7107301950454712
0.13102507591247559,0.7177317142486572
0.14075738191604614,0.7100435495376587
0.1442795991897583,0.7117859125137329
0.1312233805656433,0.703312337398529
0.14664322137832642,0.7065252661705017
0.14181482791900635,0.7144355177879333
0.11495870351791382,0.7198858857154846
0.13814866542816162,0.7163809537887573
0.14917206764221191,0.7070174813270569
0.14657169580459595,0.7116912603378296
0.0866771936416626,0.6628280878067017
0.12419462203979492,0.7240055203437805
0.14309298992156982,0.7088969349861145
0.14630478620529175,0.7089300751686096
0.13587117195129395,0.7201303243637085
0.07187902927398682,0.5296672582626343
0.11298459768295288,0.7045540809631348
0.14498591423034668,0.6883078813552856
0.14458495378494263,0.706932783126831
0.13614964485168457,0.7078109979629517
0.13732540607452393,0.7224267721176147
0.1461867094039917,0.711463451385498
0.12846410274505615,0.7094733119010925
0.11997157335281372,0.719957172870636
0.14428633451461792,0.711134672164917
0.14465343952178955,0.7106695175170898
0.13509047031402588,0.7105993628501892
0.1424766182899475,0.7161235809326172
0.11196291446685791,0.7147144675254822
0.13614964485168457,0.7078109979629517
0.13362377882003784,0.7209265828132629
0.1289616823196411,0.7113895416259766
0.13761895895004272,0.7150440812110901
0.09913718700408936,0.7254307270050049
0.139288067817688,0.7142517566680908
0.13953173160552979,0.7096956968307495
0.07187902927398682,0.5296672582626343
0.1361706256866455,0.71335768699646
0.11989128589630127,0.7057622671127319
0.13593053817749023,0.7137188911437988
0.13142693042755127,0.7167050838470459
0.11606025695800781,0.7278240919113159
0.1337617039680481,0.7188055515289307
0.09590888023376465,0.5755399465560913
0.13842743635177612,0.7200468182563782
0.14197993278503418,0.714637041091919
0.15099549293518066,0.7057052254676819
0.1293576955795288,0.718879222869873
0.14459633827209473,0.7090356349945068
0.12367337942123413,0.7183051705360413
0.1428154706954956,0.7090247869491577
0.14242768287658691,0.7067172527313232
0.14313828945159912,0.7123062610626221
0.14710789918899536,0.7065821290016174
0.130099356174469,0.7196478247642517
0.14191150665283203,0.7134573459625244
0.1384671926498413,0.7119952440261841
0.07187902927398682,0.5296672582626343
0.13006818294525146,0.7270205020904541
0.13125306367874146,0.7087909579277039
0.13773512840270996,0.7147001028060913
0.1292656660079956,0.7171211242675781
0.13336491584777832,0.7094950675964355
0.13847792148590088,0.7195686101913452
0.1291947364807129,0.7173187136650085
0.13177067041397095,0.7256672978401184
0.1418217420578003,0.7130608558654785
0.12988513708114624,0.7221776843070984
0.1291947364807129,0.7173187136650085
0.0917898416519165,0.6201024055480957
0.1464441418647766,0.7067903876304626
0.14203858375549316,0.7025367021560669
0.13860821723937988,0.7047847509384155
0.1410156488418579,0.7185864448547363
0.10706043243408203,0.6842387914657593
0.12287557125091553,0.6680637001991272
0.14588993787765503,0.7079145908355713
0.13225078582763672,0.7123552560806274
0.07187902927398682,0.5296672582626343
0.12916982173919678,0.696710467338562
0.13579022884368896,0.6853669881820679
0.13273704051971436,0.7241493463516235
0.13067036867141724,0.7181904315948486
0.1231844425201416,0.7187955379486084
0.12968581914901733,0.7226758599281311
0.1327913999557495,0.7155078649520874
0.13818418979644775,0.7177297472953796
0.13421839475631714,0.7088143825531006
0.11727845668792725,0.7005987763404846
0.1276736855506897,0.7200874090194702
0.12659955024719238,0.7161253690719604
0.11414265632629395,0.7038997411727905
0.13725078105926514,0.7120567560195923
0.13282042741775513,0.7093572616577148
0.1381382942199707,0.706174373626709
0.10736596584320068,0.7113717198371887
0.12573570013046265,0.6985208988189697
0.13125985860824585,0.7196301817893982
0.09951430559158325,0.6455087661743164
0.07187902927398682,0.5296672582626343
0.116879403591156,0.7217830419540405
0.1447698473930359,0.7101338505744934
0.13838434219360352,0.7176145911216736
0.1426706314086914,0.7103198766708374
0.13909244537353516,0.7023357152938843
0.1429724097251892,0.71433424949646
0.13919854164123535,0.713677167892456
0.13330328464508057,0.7203290462493896
0.1449882984161377,0.7109479904174805
0.10667330026626587,0.6757690906524658
0.13495898246765137,0.7070941925048828
0.14694547653198242,0.7044948935508728
0.14023888111114502,0.7087001800537109
0.1454552412033081,0.7092182636260986
0.12351441383361816,0.7212871313095093
0.13900268077850342,0.7101659774780273
0.14364558458328247,0.712334930896759
0.14903926849365234,0.7063605785369873
0.11372965574264526,0.7342384457588196
0.1292269229888916,0.7040252089500427
0.07187902927398682,0.5296672582626343
0.12949109077453613,0.6958184242248535
0.1386515498161316,0.6904877424240112
0.14421242475509644,0.7114077210426331
0.14445346593856812,0.7119418382644653
0.14573973417282104,0.7063334584236145
0.14532047510147095,0.7045807838439941
0.12336808443069458,0.7182494401931763
0.10897320508956909,0.6816807985305786
0.14499789476394653,0.7086643576622009
0.14191150665283203,0.7134573459625244
0.12999874353408813,0.7229495644569397
0.07187902927398682,0.5296672582626343
0.1259332299232483,0.6940601468086243
0.12498712539672852,0.7171050310134888
0.1292656660079956,0.7171211242675781
0.13382023572921753,0.719521164894104
0.14242148399353027,0.7118059992790222
0.12256920337677002,0.7244936227798462
0.1407533884048462,0.7131551504135132
0.13897162675857544,0.703330934047699
0.07187902927398682,0.5296672582626343
0.1407061219215393,0.7129110097885132
0.13338029384613037,0.7116422653198242
0.14052343368530273,0.7154839038848877
0.06973135471343994,0.46234482526779175
0.13120931386947632,0.7036996483802795
0.14489209651947021,0.7089879512786865
0.14848434925079346,0.7078861594200134
0.14973926544189453,0.7043404579162598
