budget,method,top_k,success,delta_mrr,delta_ndcg,delta_cos
0,none,1,0,0.0,0.0,0.0
0,none,10,0,0.0,0.0,0.0
0,none,20,0,0.0,0.0,0.0
0,none,1,0,0.0,0.0,0.0
0,none,10,0,0.0,0.0,0.0
0,none,20,0,0.0,0.0,0.0
0,none,1,0,0.0,0.0,0.0
0,none,10,0,0.0,0.0,0.0
0,none,20,0,0.0,0.0,0.0
0,none,1,0,0.0,0.0,0.0
0,none,10,0,0.0,0.0,0.0
0,none,20,0,0.0,0.0,0.0
0,none,1,0,0.0,0.0,0.0
0,none,10,1,0.0,0.0,0.0
0,none,20,1,0.0,0.0,0.0
0,none,1,0,0.0,0.0,0.0
0,none,10,0,0.0,0.0,0.0
0,none,20,0,0.0,0.0,0.0
0,none,1,0,0.0,0.0,0.0
0,none,10,0,0.0,0.0,0.0
0,none,20,0,0.0,0.0,0.0
0,none,1,0,0.0,0.0,0.0
0,none,10,0,0.0,0.0,0.0
0,none,20,0,0.0,0.0,0.0
0,none,1,0,0.0,0.0,0.0
0,none,10,0,0.0,0.0,0.0
0,none,20,0,0.0,0.0,0.0
0,none,1,0,0.0,0.0,0.0
0,none,10,0,0.0,0.0,0.0
0,none,20,0,0.0,0.0,0.0
0,none,1,0,0.0,0.0,0.0
0,none,10,0,0.0,0.0,0.0
0,none,20,0,0.0,0.0,0.0
0,none,1,0,0.0,0.0,0.0
0,none,10,0,0.0,0.0,0.0
0,none,20,0,0.0,0.0,0.0
0,none,1,0,0.0,0.0,0.0
0,none,10,0,0.0,0.0,0.0
0,none,20,0,0.0,0.0,0.0
0,none,1,0,0.0,0.0,0.0
0,none,10,0,0.0,0.0,0.0
0,none,20,0,0.0,0.0,0.0
0,none,1,0,0.0,0.0,0.0
0,none,10,0,0.0,0.0,0.0
0,none,20,0,0.0,0.0,0.0
0,none,1,0,0.0,0.0,0.0
0,none,10,0,0.0,0.0,0.0
0,none,20,0,0.0,0.0,0.0
0,none,1,0,0.0,0.0,0.0
0,none,10,0,0.0,0.0,0.0
0,none,20,0,0.0,0.0,0.0
0,none,1,0,0.0,0.0,0.0
0,none,10,0,0.0,0.0,0.0
0,none,20,0,0.0,0.0,0.0
0,none,1,0,0.0,0.0,0.0
0,none,10,0,0.0,0.0,0.0
0,none,20,0,0.0,0.0,0.0
0,none,1,0,0.0,0.0,0.0
0,none,10,0,0.0,0.0,0.0
0,none,20,0,0.0,0.0,0.0
0,none,1,0,0.0,0.0,0.0
0,none,10,0,0.0,0.0,0.0
0,none,20,0,0.0,0.0,0.0
0,none,1,0,0.0,0.0,0.0
0,none,10,0,0.0,0.0,0.0
0,none,20,0,0.0,0.0,0.0
0,none,1,0,0.0,0.0,0.0
0,none,10,0,0.0,0.0,0.0
0,none,20,0,0.0,0.0,0.0
0,none,1,0,0.0,0.0,0.0
0,none,10,0,0.0,0.0,0.0
0,none,20,0,0.0,0.0,0.0
0,none,1,0,0.0,0.0,0.0
0,none,10,0,0.0,0.0,0.0
0,none,20,0,0.0,0.0,0.0
0,none,1,0,0.0,0.0,0.0
0,none,10,0,0.0,0.0,0.0
0,none,20,0,0.0,0.0,0.0
0,none,1,0,0.0,0.0,0.0
0,none,10,0,0.0,0.0,0.0
0,none,20,0,0.0,0.0,0.0
0,none,1,0,0.0,0.0,0.0
0,none,10,0,0.0,0.0,0.0
0,none,20,0,0.0,0.0,0.0
0,none,1,0,0.0,0.0,0.0
0,none,10,0,0.0,0.0,0.0
0,none,20,0,0.0,0.0,0.0
0,none,1,0,0.0,0.0,0.0
0,none,10,0,0.0,0.0,0.0
0,none,20,0,0.0,0.0,0.0
0,none,1,0,0.0,0.0,0.0
0,none,10,0,0.0,0.0,0.0
0,none,20,0,0.0,0.0,0.0
0,none,1,0,0.0,0.0,0.0
0,none,10,0,0.0,0.0,0.0
0,none,20,0,0.0,0.0,0.0
0,none,1,0,0.0,0.0,0.0
0,none,10,0,0.0,0.0,0.0
0,none,20,0,0.0,0.0,0.0
0,none,1,0,0.0,0.0,0.0
0,none,10,0,0.0,0.0,0.0
0,none,20,0,0.0,0.0,0.0
0,none,1,0,0.0,0.0,0.0
0,none,10,0,0.0,0.0,0.0
0,none,20,0,0.0,0.0,0.0
0,none,1,0,0.0,0.0,0.0
0,none,10,0,0.0,0.0,0.0
0,none,20,0,0.0,0.0,0.0
0,none,1,0,0.0,0.0,0.0
0,none,10,0,0.0,0.0,0.0
0,none,20,0,0.0,0.0,0.0
0,none,1,0,0.0,0.0,0.0
0,none,10,0,0.0,0.0,0.0
0,none,20,0,0.0,0.0,0.0
0,none,1,0,0.0,0.0,0.0
0,none,10,0,0.0,0.0,0.0
0,none,20,0,0.0,0.0,0.0
0,none,1,0,0.0,0.0,0.0
0,none,10,0,0.0,0.0,0.0
0,none,20,0,0.0,0.0,0.0
0,none,1,0,0.0,0.0,0.0
0,none,10,0,0.0,0.0,0.0
0,none,20,0,0.0,0.0,0.0
0,none,1,0,0.0,0.0,0.0
0,none,10,1,0.0,0.0,0.0
0,none,20,1,0.0,0.0,0.0
0,none,1,0,0.0,0.0,0.0
0,none,10,0,0.0,0.0,0.0
0,none,20,0,0.0,0.0,0.0
0,none,1,0,0.0,0.0,0.0
0,none,10,0,0.0,0.0,0.0
0,none,20,0,0.0,0.0,0.0
0,none,1,0,0.0,0.0,0.0
0,none,10,0,0.0,0.0,0.0
0,none,20,0,0.0,0.0,0.0
0,none,1,0,0.0,0.0,0.0
0,none,10,0,0.0,0.0,0.0
0,none,20,0,0.0,0.0,0.0
0,none,1,0,0.0,0.0,0.0
0,none,10,0,0.0,0.0,0.0
0,none,20,0,0.0,0.0,0.0
0,none,1,0,0.0,0.0,0.0
0,none,10,0,0.0,0.0,0.0
0,none,20,0,0.0,0.0,0.0
0,none,1,0,0.0,0.0,0.0
0,none,10,0,0.0,0.0,0.0
0,none,20,0,0.0,0.0,0.0
0,none,1,0,0.0,0.0,0.0
0,none,10,0,0.0,0.0,0.0
0,none,20,0,0.0,0.0,0.0
0,none,1,0,0.0,0.0,0.0
0,none,10,0,0.0,0.0,0.0
0,none,20,0,0.0,0.0,0.0
0,none,1,0,0.0,0.0,0.0
0,none,10,0,0.0,0.0,0.0
0,none,20,0,0.0,0.0,0.0
0,none,1,0,0.0,0.0,0.0
0,none,10,0,0.0,0.0,0.0
0,none,20,0,0.0,0.0,0.0
0,none,1,0,0.0,0.0,0.0
0,none,10,0,0.0,0.0,0.0
0,none,20,0,0.0,0.0,0.0
0,none,1,0,0.0,0.0,0.0
0,none,10,0,0.0,0.0,0.0
0,none,20,0,0.0,0.0,0.0
0,none,1,0,0.0,0.0,0.0
0,none,10,0,0.0,0.0,0.0
0,none,20,0,0.0,0.0,0.0
0,none,1,0,0.0,0.0,0.0
0,none,10,0,0.0,0.0,0.0
0,none,20,0,0.0,0.0,0.0
0,none,1,0,0.0,0.0,0.0
0,none,10,0,0.0,0.0,0.0
0,none,20,0,0.0,0.0,0.0
0,none,1,0,0.0,0.0,0.0
0,none,10,0,0.0,0.0,0.0
0,none,20,0,0.0,0.0,0.0
0,none,1,0,0.0,0.0,0.0
0,none,10,0,0.0,0.0,0.0
0,none,20,0,0.0,0.0,0.0
0,none,1,0,0.0,0.0,0.0
0,none,10,0,0.0,0.0,0.0
0,none,20,0,0.0,0.0,0.0
0,none,1,0,0.0,0.0,0.0
0,none,10,0,0.0,0.0,0.0
0,none,20,0,0.0,0.0,0.0
0,none,1,0,0.0,0.0,0.0
0,none,10,0,0.0,0.0,0.0
0,none,20,0,0.0,0.0,0.0
0,none,1,0,0.0,0.0,0.0
0,none,10,0,0.0,0.0,0.0
0,none,20,0,0.0,0.0,0.0
0,none,1,0,0.0,0.0,0.0
0,none,10,0,0.0,0.0,0.0
0,none,20,0,0.0,0.0,0.0
0,none,1,0,0.0,0.0,0.0
0,none,10,0,0.0,0.0,0.0
0,none,20,0,0.0,0.0,0.0
0,none,1,0,0.0,0.0,0.0
0,none,10,0,0.0,0.0,0.0
0,none,20,0,0.0,0.0,0.0
0,none,1,0,0.0,0.0,0.0
0,none,10,0,0.0,0.0,0.0
0,none,20,0,0.0,0.0,0.0
0,none,1,0,0.0,0.0,0.0
0,none,10,0,0.0,0.0,0.0
0,none,20,0,0.0,0.0,0.0
0,none,1,0,0.0,0.0,0.0
0,none,10,0,0.0,0.0,0.0
0,none,20,0,0.0,0.0,0.0
0,none,1,0,0.0,0.0,0.0
0,none,10,0,0.0,0.0,0.0
0,none,20,0,0.0,0.0,0.0
0,none,1,0,0.0,0.0,0.0
0,none,10,0,0.0,0.0,0.0
0,none,20,0,0.0,0.0,0.0
0,none,1,0,0.0,0.0,0.0
0,none,10,0,0.0,0.0,0.0
0,none,20,0,0.0,0.0,0.0
0,none,1,0,0.0,0.0,0.0
0,none,10,0,0.0,0.0,0.0
0,none,20,0,0.0,0.0,0.0
0,none,1,0,0.0,0.0,0.0
0,none,10,0,0.0,0.0,0.0
0,none,20,0,0.0,0.0,0.0
0,none,1,0,0.0,0.0,0.0
0,none,10,0,0.0,0.0,0.0
0,none,20,0,0.0,0.0,0.0
0,none,1,0,0.0,0.0,0.0
0,none,10,0,0.0,0.0,0.0
0,none,20,0,0.0,0.0,0.0
0,none,1,0,0.0,0.0,0.0
0,none,10,0,0.0,0.0,0.0
0,none,20,0,0.0,0.0,0.0
0,none,1,0,0.0,0.0,0.0
0,none,10,0,0.0,0.0,0.0
0,none,20,0,0.0,0.0,0.0
0,none,1,0,0.0,0.0,0.0
0,none,10,0,0.0,0.0,0.0
0,none,20,0,0.0,0.0,0.0
0,none,1,0,0.0,0.0,0.0
0,none,10,0,0.0,0.0,0.0
0,none,20,0,0.0,0.0,0.0
0,none,1,0,0.0,0.0,0.0
0,none,10,0,0.0,0.0,0.0
0,none,20,0,0.0,0.0,0.0
0,none,1,0,0.0,0.0,0.0
0,none,10,0,0.0,0.0,0.0
0,none,20,0,0.0,0.0,0.0
0,none,1,0,0.0,0.0,0.0
0,none,10,0,0.0,0.0,0.0
0,none,20,0,0.0,0.0,0.0
0,none,1,0,0.0,0.0,0.0
0,none,10,0,0.0,0.0,0.0
0,none,20,0,0.0,0.0,0.0
0,none,1,0,0.0,0.0,0.0
0,none,10,0,0.0,0.0,0.0
0,none,20,0,0.0,0.0,0.0
0,none,1,0,0.0,0.0,0.0
0,none,10,0,0.0,0.0,0.0
0,none,20,0,0.0,0.0,0.0
0,none,1,0,0.0,0.0,0.0
0,none,10,0,0.0,0.0,0.0
0,none,20,0,0.0,0.0,0.0
0,none,1,0,0.0,0.0,0.0
0,none,10,0,0.0,0.0,0.0
0,none,20,0,0.0,0.0,0.0
0,none,1,0,0.0,0.0,0.0
0,none,10,0,0.0,0.0,0.0
0,none,20,0,0.0,0.0,0.0
0,none,1,0,0.0,0.0,0.0
0,none,10,0,0.0,0.0,0.0
0,none,20,0,0.0,0.0,0.0
0,none,1,0,0.0,0.0,0.0
0,none,10,0,0.0,0.0,0.0
0,none,20,0,0.0,0.0,0.0
0,none,1,0,0.0,0.0,0.0
0,none,10,0,0.0,0.0,0.0
0,none,20,0,0.0,0.0,0.0
0,none,1,0,0.0,0.0,0.0
0,none,10,0,0.0,0.0,0.0
0,none,20,0,0.0,0.0,0.0
0,none,1,0,0.0,0.0,0.0
0,none,10,0,0.0,0.0,0.0
0,none,20,0,0.0,0.0,0.0
0,none,1,0,0.0,0.0,0.0
0,none,10,0,0.0,0.0,0.0
0,none,20,0,0.0,0.0,0.0
0,none,1,0,0.0,0.0,0.0
0,none,10,0,0.0,0.0,0.0
0,none,20,0,0.0,0.0,0.0
0,none,1,0,0.0,0.0,0.0
0,none,10,0,0.0,0.0,0.0
0,none,20,0,0.0,0.0,0.0
0,none,1,0,0.0,0.0,0.0
0,none,10,0,0.0,0.0,0.0
0,none,20,0,0.0,0.0,0.0
0,none,1,0,0.0,0.0,0.0
0,none,10,0,0.0,0.0,0.0
0,none,20,0,0.0,0.0,0.0
1,none,1,0,0.0,0.0,0.0
1,none,10,0,0.0,0.0,0.0
1,none,20,0,0.0,0.0,0.0
1,none,1,0,0.0,0.0,0.0
1,none,10,0,0.0,0.0,0.0
1,none,20,0,0.0,0.0,0.0
1,none,1,0,0.0,0.0,0.0
1,none,10,0,0.0,0.0,0.0
1,none,20,0,0.0,0.0,0.0
1,none,1,0,0.0,0.0,0.0
1,none,10,0,0.0,0.0,0.0
1,none,20,0,0.0,0.0,0.0
1,none,1,0,0.0,0.0,0.0
1,none,10,0,0.0,0.0,0.0
1,none,20,0,0.0,0.0,0.0
1,none,1,0,0.0,0.0,0.0
1,none,10,0,0.0,0.0,0.0
1,none,20,0,0.0,0.0,0.0
1,none,1,0,0.0,0.0,0.0
1,none,10,0,0.0,0.0,0.0
1,none,20,0,0.0,0.0,0.0
1,none,1,0,0.0,0.0,0.0
1,none,10,1,0.0,0.0,0.0
1,none,20,1,0.0,0.0,0.0
1,none,1,0,0.0,0.0,0.0
1,none,10,0,0.0,0.0,0.0
1,none,20,0,0.0,0.0,0.0
1,none,1,0,0.0,0.0,0.0
1,none,10,0,0.0,0.0,0.0
1,none,20,0,0.0,0.0,0.0
1,none,1,0,0.0,0.0,0.0
1,none,10,0,0.0,0.0,0.0
1,none,20,0,0.0,0.0,0.0
1,none,1,0,0.0,0.0,0.0
1,none,10,0,0.0,0.0,0.0
1,none,20,0,0.0,0.0,0.0
1,none,1,0,0.0,0.0,0.0
1,none,10,0,0.0,0.0,0.0
1,none,20,0,0.0,0.0,0.0
1,none,1,0,0.0,0.0,0.0
1,none,10,0,0.0,0.0,0.0
1,none,20,0,0.0,0.0,0.0
1,none,1,0,0.0,0.0,0.0
1,none,10,0,0.0,0.0,0.0
1,none,20,0,0.0,0.0,0.0
1,none,1,0,0.0,0.0,0.0
1,none,10,0,0.0,0.0,0.0
1,none,20,0,0.0,0.0,0.0
1,none,1,0,0.0,0.0,0.0
1,none,10,0,0.0,0.0,0.0
1,none,20,0,0.0,0.0,0.0
1,none,1,0,0.0,0.0,0.0
1,none,10,0,0.0,0.0,0.0
1,none,20,0,0.0,0.0,0.0
1,none,1,0,0.0,0.0,0.0
1,none,10,0,0.0,0.0,0.0
1,none,20,0,0.0,0.0,0.0
1,none,1,0,0.0,0.0,0.0
1,none,10,0,0.0,0.0,0.0
1,none,20,0,0.0,0.0,0.0
1,none,1,0,0.0,0.0,0.0
1,none,10,0,0.0,0.0,0.0
1,none,20,0,0.0,0.0,0.0
1,none,1,0,0.0,0.0,0.0
1,none,10,0,0.0,0.0,0.0
1,none,20,0,0.0,0.0,0.0
1,none,1,0,0.0,0.0,0.0
1,none,10,0,0.0,0.0,0.0
1,none,20,0,0.0,0.0,0.0
1,none,1,0,0.0,0.0,0.0
1,none,10,0,0.0,0.0,0.0
1,none,20,0,0.0,0.0,0.0
1,none,1,0,0.0,0.0,0.0
1,none,10,0,0.0,0.0,0.0
1,none,20,0,0.0,0.0,0.0
1,none,1,0,0.0,0.0,0.0
1,none,10,0,0.0,0.0,0.0
1,none,20,0,0.0,0.0,0.0
1,none,1,0,0.0,0.0,0.0
1,none,10,0,0.0,0.0,0.0
1,none,20,0,0.0,0.0,0.0
1,none,1,0,0.0,0.0,0.0
1,none,10,0,0.0,0.0,0.0
1,none,20,0,0.0,0.0,0.0
1,none,1,0,0.0,0.0,0.0
1,none,10,0,0.0,0.0,0.0
1,none,20,0,0.0,0.0,0.0
1,none,1,0,0.0,0.0,0.0
1,none,10,0,0.0,0.0,0.0
1,none,20,0,0.0,0.0,0.0
1,none,1,0,0.0,0.0,0.0
1,none,10,0,0.0,0.0,0.0
1,none,20,0,0.0,0.0,0.0
1,none,1,0,0.0,0.0,0.0
1,none,10,0,0.0,0.0,0.0
1,none,20,0,0.0,0.0,0.0
1,none,1,0,0.0,0.0,0.0
1,none,10,0,0.0,0.0,0.0
1,none,20,0,0.0,0.0,0.0
1,none,1,0,0.0,0.0,0.0
1,none,10,0,0.0,0.0,0.0
1,none,20,0,0.0,0.0,0.0
1,none,1,0,0.0,0.0,0.0
1,none,10,0,0.0,0.0,0.0
1,none,20,0,0.0,0.0,0.0
1,none,1,0,0.0,0.0,0.0
1,none,10,0,0.0,0.0,0.0
1,none,20,0,0.0,0.0,0.0
1,none,1,0,0.0,0.0,0.0
1,none,10,0,0.0,0.0,0.0
1,none,20,0,0.0,0.0,0.0
1,none,1,0,0.0,0.0,0.0
1,none,10,0,0.0,0.0,0.0
1,none,20,0,0.0,0.0,0.0
1,none,1,0,0.0,0.0,0.0
1,none,10,0,0.0,0.0,0.0
1,none,20,0,0.0,0.0,0.0
1,none,1,0,0.0,0.0,0.0
1,none,10,0,0.0,0.0,0.0
1,none,20,0,0.0,0.0,0.0
1,none,1,0,0.0,0.0,0.0
1,none,10,0,0.0,0.0,0.0
1,none,20,0,0.0,0.0,0.0
1,none,1,0,0.0,0.0,0.0
1,none,10,0,0.0,0.0,0.0
1,none,20,0,0.0,0.0,0.0
1,none,1,0,0.0,0.0,0.0
1,none,10,0,0.0,0.0,0.0
1,none,20,0,0.0,0.0,0.0
1,none,1,0,0.0,0.0,0.0
1,none,10,0,0.0,0.0,0.0
1,none,20,0,0.0,0.0,0.0
1,none,1,0,0.0,0.0,0.0
1,none,10,0,0.0,0.0,0.0
1,none,20,0,0.0,0.0,0.0
1,none,1,0,0.0,0.0,0.0
1,none,10,0,0.0,0.0,0.0
1,none,20,0,0.0,0.0,0.0
1,none,1,1,0.0,0.0,0.0
1,none,10,1,0.0,0.0,0.0
1,none,20,1,0.0,0.0,0.0
1,none,1,0,0.0,0.0,0.0
1,none,10,0,0.0,0.0,0.0
1,none,20,0,0.0,0.0,0.0
1,none,1,0,0.0,0.0,0.0
1,none,10,0,0.0,0.0,0.0
1,none,20,0,0.0,0.0,0.0
1,none,1,0,0.0,0.0,0.0
1,none,10,0,0.0,0.0,0.0
1,none,20,0,0.0,0.0,0.0
1,none,1,0,0.0,0.0,0.0
1,none,10,0,0.0,0.0,0.0
1,none,20,0,0.0,0.0,0.0
1,none,1,0,0.0,0.0,0.0
1,none,10,0,0.0,0.0,0.0
1,none,20,0,0.0,0.0,0.0
1,none,1,0,0.0,0.0,0.0
1,none,10,0,0.0,0.0,0.0
1,none,20,0,0.0,0.0,0.0
1,none,1,0,0.0,0.0,0.0
1,none,10,0,0.0,0.0,0.0
1,none,20,0,0.0,0.0,0.0
1,none,1,0,0.0,0.0,0.0
1,none,10,0,0.0,0.0,0.0
1,none,20,0,0.0,0.0,0.0
1,none,1,0,0.0,0.0,0.0
1,none,10,0,0.0,0.0,0.0
1,none,20,0,0.0,0.0,0.0
1,none,1,0,0.0,0.0,0.0
1,none,10,0,0.0,0.0,0.0
1,none,20,0,0.0,0.0,0.0
1,none,1,0,0.0,0.0,0.0
1,none,10,0,0.0,0.0,0.0
1,none,20,0,0.0,0.0,0.0
1,none,1,0,0.0,0.0,0.0
1,none,10,0,0.0,0.0,0.0
1,none,20,0,0.0,0.0,0.0
1,none,1,0,0.0,0.0,0.0
1,none,10,0,0.0,0.0,0.0
1,none,20,0,0.0,0.0,0.0
1,none,1,0,0.0,0.0,0.0
1,none,10,0,0.0,0.0,0.0
1,none,20,0,0.0,0.0,0.0
1,none,1,0,0.0,0.0,0.0
1,none,10,0,0.0,0.0,0.0
1,none,20,0,0.0,0.0,0.0
1,none,1,0,0.0,0.0,0.0
1,none,10,0,0.0,0.0,0.0
1,none,20,0,0.0,0.0,0.0
1,none,1,0,0.0,0.0,0.0
1,none,10,0,0.0,0.0,0.0
1,none,20,0,0.0,0.0,0.0
1,none,1,0,0.0,0.0,0.0
1,none,10,0,0.0,0.0,0.0
1,none,20,0,0.0,0.0,0.0
1,none,1,0,0.0,0.0,0.0
1,none,10,0,0.0,0.0,0.0
1,none,20,0,0.0,0.0,0.0
1,none,1,0,0.0,0.0,0.0
1,none,10,0,0.0,0.0,0.0
1,none,20,0,0.0,0.0,0.0
1,none,1,0,0.0,0.0,0.0
1,none,10,0,0.0,0.0,0.0
1,none,20,0,0.0,0.0,0.0
1,none,1,0,0.0,0.0,0.0
1,none,10,0,0.0,0.0,0.0
1,none,20,1,0.0,0.0,0.0
1,none,1,0,0.0,0.0,0.0
1,none,10,0,0.0,0.0,0.0
1,none,20,0,0.0,0.0,0.0
1,none,1,0,0.0,0.0,0.0
1,none,10,0,0.0,0.0,0.0
1,none,20,0,0.0,0.0,0.0
1,none,1,0,0.0,0.0,0.0
1,none,10,0,0.0,0.0,0.0
1,none,20,0,0.0,0.0,0.0
1,none,1,0,0.0,0.0,0.0
1,none,10,0,0.0,0.0,0.0
1,none,20,0,0.0,0.0,0.0
1,none,1,0,0.0,0.0,0.0
1,none,10,0,0.0,0.0,0.0
1,none,20,0,0.0,0.0,0.0
1,none,1,0,0.0,0.0,0.0
1,none,10,0,0.0,0.0,0.0
1,none,20,0,0.0,0.0,0.0
1,none,1,0,0.0,0.0,0.0
1,none,10,0,0.0,0.0,0.0
1,none,20,0,0.0,0.0,0.0
1,none,1,0,0.0,0.0,0.0
1,none,10,0,0.0,0.0,0.0
1,none,20,0,0.0,0.0,0.0
1,none,1,0,0.0,0.0,0.0
1,none,10,0,0.0,0.0,0.0
1,none,20,0,0.0,0.0,0.0
1,none,1,0,0.0,0.0,0.0
1,none,10,0,0.0,0.0,0.0
1,none,20,0,0.0,0.0,0.0
1,none,1,0,0.0,0.0,0.0
1,none,10,0,0.0,0.0,0.0
1,none,20,0,0.0,0.0,0.0
1,none,1,0,0.0,0.0,0.0
1,none,10,0,0.0,0.0,0.0
1,none,20,0,0.0,0.0,0.0
1,none,1,0,0.0,0.0,0.0
1,none,10,0,0.0,0.0,0.0
1,none,20,0,0.0,0.0,0.0
1,none,1,0,0.0,0.0,0.0
1,none,10,0,0.0,0.0,0.0
1,none,20,0,0.0,0.0,0.0
1,none,1,0,0.0,0.0,0.0
1,none,10,0,0.0,0.0,0.0
1,none,20,0,0.0,0.0,0.0
1,none,1,0,0.0,0.0,0.0
1,none,10,0,0.0,0.0,0.0
1,none,20,0,0.0,0.0,0.0
1,none,1,0,0.0,0.0,0.0
1,none,10,0,0.0,0.0,0.0
1,none,20,0,0.0,0.0,0.0
1,none,1,0,0.0,0.0,0.0
1,none,10,0,0.0,0.0,0.0
1,none,20,0,0.0,0.0,0.0
1,none,1,0,0.0,0.0,0.0
1,none,10,0,0.0,0.0,0.0
1,none,20,0,0.0,0.0,0.0
1,none,1,0,0.0,0.0,0.0
1,none,10,0,0.0,0.0,0.0
1,none,20,0,0.0,0.0,0.0
1,none,1,0,0.0,0.0,0.0
1,none,10,0,0.0,0.0,0.0
1,none,20,0,0.0,0.0,0.0
1,none,1,0,0.0,0.0,0.0
1,none,10,0,0.0,0.0,0.0
1,none,20,0,0.0,0.0,0.0
1,none,1,0,0.0,0.0,0.0
1,none,10,0,0.0,0.0,0.0
1,none,20,0,0.0,0.0,0.0
1,none,1,0,0.0,0.0,0.0
1,none,10,0,0.0,0.0,0.0
1,none,20,0,0.0,0.0,0.0
1,none,1,0,0.0,0.0,0.0
1,none,10,0,0.0,0.0,0.0
1,none,20,0,0.0,0.0,0.0
1,none,1,0,0.0,0.0,0.0
1,none,10,0,0.0,0.0,0.0
1,none,20,0,0.0,0.0,0.0
1,none,1,0,0.0,0.0,0.0
1,none,10,0,0.0,0.0,0.0
1,none,20,0,0.0,0.0,0.0
1,none,1,0,0.0,0.0,0.0
1,none,10,0,0.0,0.0,0.0
1,none,20,0,0.0,0.0,0.0
1,none,1,0,0.0,0.0,0.0
1,none,10,0,0.0,0.0,0.0
1,none,20,0,0.0,0.0,0.0
1,none,1,0,0.0,0.0,0.0
1,none,10,0,0.0,0.0,0.0
1,none,20,0,0.0,0.0,0.0
1,none,1,0,0.0,0.0,0.0
1,none,10,0,0.0,0.0,0.0
1,none,20,0,0.0,0.0,0.0
1,random,1,0,-0.0028571428571428576,0.0,-0.06275957822799683
1,random,10,0,-0.0028571428571428576,0.0,-0.06275957822799683
1,random,20,0,-0.0028571428571428576,0.0,-0.06275957822799683
1,random,1,0,0.01239316239316239,0.0,0.02276533842086792
1,random,10,0,0.01239316239316239,0.0,0.02276533842086792
1,random,20,0,0.01239316239316239,0.0,0.02276533842086792
1,random,1,0,-0.00031795996883992326,0.0,-0.00299835205078125
1,random,10,0,-0.00031795996883992326,0.0,-0.00299835205078125
1,random,20,0,-0.00031795996883992326,0.0,-0.00299835205078125
1,random,1,0,-2.7613412228796787e-05,0.0,0.004689812660217285
1,random,10,0,-2.7613412228796787e-05,0.0,0.004689812660217285
1,random,20,0,-2.7613412228796787e-05,0.0,0.004689812660217285
1,random,1,0,-1.614205004035513e-05,0.0,-0.00859290361404419
1,random,10,0,-1.614205004035513e-05,0.0,-0.00859290361404419
1,random,20,0,-1.614205004035513e-05,0.0,-0.00859290361404419
1,random,1,0,0.0005867665418227215,0.0,0.00584721565246582
1,random,10,0,0.0005867665418227215,0.0,0.00584721565246582
1,random,20,0,0.0005867665418227215,0.0,0.00584721565246582
1,random,1,0,-9.565487720305122e-06,0.0,-0.00215303897857666
1,random,10,0,-9.565487720305122e-06,0.0,-0.00215303897857666
1,random,20,0,-9.565487720305122e-06,0.0,-0.00215303897857666
1,random,1,0,3.83081218006732e-05,0.0,-0.004010915756225586
1,random,10,0,3.83081218006732e-05,0.0,-0.004010915756225586
1,random,20,0,3.83081218006732e-05,0.0,-0.004010915756225586
1,random,1,0,0.0007018850320877014,0.0,-0.5012977719306946
1,random,10,0,0.0007018850320877014,0.0,-0.5012977719306946
1,random,20,0,0.0007018850320877014,0.0,-0.5012977719306946
1,random,1,0,-0.0001274035163370507,0.0,-0.023737847805023193
1,random,10,0,-0.0001274035163370507,0.0,-0.023737847805023193
1,random,20,0,-0.0001274035163370507,0.0,-0.023737847805023193
1,random,1,0,0.00012412668014327808,0.0,0.0013878345489501953
1,random,10,0,0.00012412668014327808,0.0,0.0013878345489501953
1,random,20,0,0.00012412668014327808,0.0,0.0013878345489501953
1,random,1,0,-3.557959154628894e-05,0.0,-0.006184577941894531
1,random,10,0,-3.557959154628894e-05,0.0,-0.006184577941894531
1,random,20,0,-3.557959154628894e-05,0.0,-0.006184577941894531
1,random,1,0,0.0,0.0,-0.0015340447425842285
1,random,10,0,0.0,0.0,-0.0015340447425842285
1,random,20,0,0.0,0.0,-0.0015340447425842285
1,random,1,0,-0.024782135076252723,0.0,-0.6823756694793701
1,random,10,0,-0.024782135076252723,0.0,-0.6823756694793701
1,random,20,0,-0.024782135076252723,0.0,-0.6823756694793701
1,random,1,0,0.00010443775791892226,0.0,0.025165915489196777
1,random,10,0,0.00010443775791892226,0.0,0.025165915489196777
1,random,20,0,0.00010443775791892226,0.0,0.025165915489196777
1,random,1,0,6.154493995319337e-05,0.0,0.02245306968688965
1,random,10,0,6.154493995319337e-05,0.0,0.02245306968688965
1,random,20,0,6.154493995319337e-05,0.0,0.02245306968688965
1,random,1,0,-0.0006089955242497614,0.0,-0.011986494064331055
1,random,10,0,-0.0006089955242497614,0.0,-0.011986494064331055
1,random,20,0,-0.0006089955242497614,0.0,-0.011986494064331055
1,random,1,0,0.00023575133235222666,0.0,0.0025002360343933105
1,random,10,0,0.00023575133235222666,0.0,0.0025002360343933105
1,random,20,0,0.00023575133235222666,0.0,0.0025002360343933105
1,random,1,0,-4.164948625358898e-06,0.0,0.003701150417327881
1,random,10,0,-4.164948625358898e-06,0.0,0.003701150417327881
1,random,20,0,-4.164948625358898e-06,0.0,0.003701150417327881
1,random,1,0,-0.00018549339541405882,0.0,-0.07250344753265381
1,random,10,0,-0.00018549339541405882,0.0,-0.07250344753265381
1,random,20,0,-0.00018549339541405882,0.0,-0.07250344753265381
