loss,sim,f(x)
0.12281328439712524,0.5696614980697632,0.12281328439712524
0.05700188875198364,0.682917594909668,0.05700188875198364
0.06316345930099487,0.6597508788108826,0.06316345930099487
0.06855601072311401,0.6891061663627625,0.06855601072311401
0.012984514236450195,0.7748086452484131,0.012984514236450195
0.15506231784820557,0.4116244912147522,0.15506231784820557
0.032441139221191406,0.6920301914215088,0.032441139221191406
0.08691835403442383,0.5278967618942261,0.08691835403442383
0.03071773052215576,0.709904134273529,0.03071773052215576
0.08329534530639648,0.6286198496818542,0.08329534530639648
0.0752636194229126,0.450933575630188,0.0752636194229126
0.05395674705505371,0.6723892688751221,0.05395674705505371
0.04437971115112305,0.7323446273803711,0.04437971115112305
0.08565598726272583,0.6283394694328308,0.08565598726272583
0.05038207769393921,0.7093000411987305,0.05038207769393921
0.09172791242599487,0.544622004032135,0.09172791242599487
0.02513962984085083,0.7373520135879517,0.02513962984085083
0.023022472858428955,0.783951997756958,0.023022472858428955
0.11743563413619995,0.42836612462997437,0.11743563413619995
0.030811429023742676,0.7344317436218262,0.030811429023742676
0.05534762144088745,0.6328115463256836,0.05534762144088745
0.032415032386779785,0.6856743097305298,0.032415032386779785
0.030293762683868408,0.7635034918785095,0.030293762683868408
0.03768789768218994,0.7600784301757812,0.03768789768218994
0.03598839044570923,0.7211083173751831,0.03598839044570923
0.08970487117767334,0.5742980241775513,0.08970487117767334
0.06367319822311401,0.6432658433914185,0.06367319822311401
0.09539073705673218,0.6519714593887329,0.09539073705673218
0.05654174089431763,0.7005614638328552,0.05654174089431763
0.025058209896087646,0.6797871589660645,0.025058209896087646
0.08286309242248535,0.6635786294937134,0.08286309242248535
0.017827153205871582,0.7650914192199707,0.017827153205871582
0.02404683828353882,0.7801603674888611,0.02404683828353882
0.048699259757995605,0.7000308036804199,0.048699259757995605
0.0543370246887207,0.6983106136322021,0.0543370246887207
0.13960707187652588,0.15492397546768188,0.13960707187652588
0.08387482166290283,0.6587598323822021,0.08387482166290283
0.1468098759651184,0.493674635887146,0.1468098759651184
0.05642688274383545,0.7223690748214722,0.05642688274383545
0.1371285319328308,0.20185619592666626,0.1371285319328308
0.012984514236450195,0.7748086452484131,0.012984514236450195
0.05939078330993652,0.7082905769348145,0.05939078330993652
0.03354722261428833,0.7398084998130798,0.03354722261428833
0.10096597671508789,0.5553867816925049,0.10096597671508789
0.10525691509246826,0.5528334379196167,0.10525691509246826
0.08144217729568481,0.6585994958877563,0.08144217729568481
0.05096852779388428,0.7079939842224121,0.05096852779388428
0.02089780569076538,0.7663590908050537,0.02089780569076538
0.08445587754249573,0.2904358506202698,0.08445587754249573
0.04540681838989258,0.7265232801437378,0.04540681838989258
0.03563302755355835,0.770359456539154,0.03563302755355835
0.1364803910255432,0.556197464466095,0.1364803910255432
0.03166508674621582,0.7079027891159058,0.03166508674621582
0.013936758041381836,0.7696975469589233,0.013936758041381836
0.05004507303237915,0.7150542736053467,0.05004507303237915
0.006240129470825195,0.8117895126342773,0.006240129470825195
0.013913154602050781,0.7858580350875854,0.013913154602050781
0.0769076943397522,0.47132599353790283,0.0769076943397522
0.05041217803955078,0.5245518684387207,0.05041217803955078
0.08533215522766113,0.6521895527839661,0.08533215522766113
0.038531363010406494,0.6408165693283081,0.038531363010406494
0.006240129470825195,0.8117895126342773,0.006240129470825195
0.014265954494476318,0.7693578600883484,0.014265954494476318
0.062099575996398926,0.6647882461547852,0.062099575996398926
0.02995365858078003,0.624467134475708,0.02995365858078003
0.03808760643005371,0.7565956115722656,0.03808760643005371
0.08749061822891235,0.5037615895271301,0.08749061822891235
0.07813805341720581,0.47720664739608765,0.07813805341720581
0.021581292152404785,0.784426212310791,0.021581292152404785
0.0157889723777771,0.7794036865234375,0.0157889723777771
0.03390622138977051,0.7247120141983032,0.03390622138977051
0.11339718103408813,0.5276896357536316,0.11339718103408813
0.030476808547973633,0.7602357864379883,0.030476808547973633
0.022923052310943604,0.736390233039856,0.022923052310943604
0.04642575979232788,0.6310511231422424,0.04642575979232788
0.03491413593292236,0.663867712020874,0.03491413593292236
0.11727893352508545,0.5199360847473145,0.11727893352508545
0.06793129444122314,0.659730076789856,0.06793129444122314
0.08749061822891235,0.5037615895271301,0.08749061822891235
0.0356634259223938,0.7656449675559998,0.0356634259223938
0.0531880259513855,0.6975831985473633,0.0531880259513855
0.10649651288986206,0.5253017544746399,0.10649651288986206
0.006240129470825195,0.8117895126342773,0.006240129470825195
0.1542285978794098,0.46548089385032654,0.1542285978794098
0.04445540904998779,0.6017882823944092,0.04445540904998779
0.022003173828125,0.7576257586479187,0.022003173828125
0.10940620303153992,0.3711410164833069,0.10940620303153992
0.030014753341674805,0.7798435688018799,0.030014753341674805
0.0650179386138916,0.6908301115036011,0.0650179386138916
0.06061410903930664,0.673951268196106,0.06061410903930664
0.060462772846221924,0.48550301790237427,0.060462772846221924
0.037640273571014404,0.7059493660926819,0.037640273571014404
0.04021930694580078,0.7317888736724854,0.04021930694580078
0.06303966045379639,0.6481453776359558,0.06303966045379639
0.02456730604171753,0.7660622596740723,0.02456730604171753
0.028173327445983887,0.780584454536438,0.028173327445983887
0.08264482021331787,0.6160333156585693,0.08264482021331787
0.014320969581604004,0.7656948566436768,0.014320969581604004
0.10975468158721924,0.6170320510864258,0.10975468158721924
0.008627057075500488,0.7894042730331421,0.008627057075500488
0.13770431280136108,0.5796463489532471,0.13770431280136108
0.07927912473678589,0.6483352184295654,0.07927912473678589
0.042649686336517334,0.6310274004936218,0.042649686336517334
0.006240129470825195,0.8117895126342773,0.006240129470825195
0.03774154186248779,0.7737314701080322,0.03774154186248779
0.07924425601959229,0.653017520904541,0.07924425601959229
0.03956484794616699,0.7479366064071655,0.03956484794616699
0.02371084690093994,0.7688289880752563,0.02371084690093994
0.057675063610076904,0.6831509470939636,0.057675063610076904
0.011667490005493164,0.7522207498550415,0.011667490005493164
0.07527750730514526,0.5955474376678467,0.07527750730514526
0.035011231899261475,0.7562569975852966,0.035011231899261475
0.11050820350646973,0.35994452238082886,0.11050820350646973
0.027384400367736816,0.7508343458175659,0.027384400367736816
0.04917407035827637,0.7264426946640015,0.04917407035827637
0.04366481304168701,0.7262390851974487,0.04366481304168701
0.05293518304824829,0.6380679607391357,0.05293518304824829
0.02187502384185791,0.7727967500686646,0.02187502384185791
