loss,sim,f(x)
0.1230131983757019,0.5357122421264648,0.1230131983757019
0.03750425577163696,0.739609956741333,0.03750425577163696
0.024023234844207764,0.772638738155365,0.024023234844207764
0.050243914127349854,0.7442799806594849,0.050243914127349854
0.03791838884353638,0.760838508605957,0.03791838884353638
0.042951345443725586,0.588273286819458,0.042951345443725586
0.006240129470825195,0.8117895126342773,0.006240129470825195
0.09610432386398315,0.6117247939109802,0.09610432386398315
0.016126275062561035,0.7860714197158813,0.016126275062561035
0.10952818393707275,0.5660570859909058,0.10952818393707275
0.09811460971832275,0.593994140625,0.09811460971832275
0.008801877498626709,0.787022054195404,0.008801877498626709
0.052545130252838135,0.7091108560562134,0.052545130252838135
0.0766705870628357,0.6643096804618835,0.0766705870628357
0.04515784978866577,0.7253099083900452,0.04515784978866577
0.03918880224227905,0.7636730670928955,0.03918880224227905
0.03562521934509277,0.7468336820602417,0.03562521934509277
0.043810367584228516,0.6891565322875977,0.043810367584228516
0.009188711643218994,0.7781933546066284,0.009188711643218994
0.011923074722290039,0.6279374361038208,0.011923074722290039
0.020951151847839355,0.60545814037323,0.020951151847839355
0.06292778253555298,0.7275236248970032,0.06292778253555298
0.022415637969970703,0.67997145652771,0.022415637969970703
0.052221596240997314,0.7319445013999939,0.052221596240997314
0.02813279628753662,0.7577567100524902,0.02813279628753662
0.051915884017944336,0.5276187062263489,0.051915884017944336
0.0650244951248169,0.6520589590072632,0.0650244951248169
0.006240129470825195,0.8117895126342773,0.006240129470825195
0.04453986883163452,0.7549666166305542,0.04453986883163452
0.03185921907424927,0.749801516532898,0.03185921907424927
0.06422114372253418,0.7130122184753418,0.06422114372253418
0.02066636085510254,0.7734798192977905,0.02066636085510254
0.030797958374023438,0.7263215780258179,0.030797958374023438
0.1633359044790268,0.08260481059551239,0.1633359044790268
0.07257813215255737,0.679315984249115,0.07257813215255737
0.0375828742980957,0.7264387607574463,0.0375828742980957
0.1574525535106659,0.40257981419563293,0.1574525535106659
0.014171481132507324,0.7286194562911987,0.014171481132507324
0.06551826000213623,0.6771700382232666,0.06551826000213623
0.15638232231140137,0.5054959058761597,0.15638232231140137
0.02359139919281006,0.729602575302124,0.02359139919281006
0.040881991386413574,0.7165300846099854,0.040881991386413574
0.03057730197906494,0.7665389776229858,0.03057730197906494
0.03438085317611694,0.7422711849212646,0.03438085317611694
0.01978445053100586,0.7866703271865845,0.01978445053100586
0.02006685733795166,0.7939987182617188,0.02006685733795166
0.17331698536872864,0.34480711817741394,0.17331698536872864
0.12360501289367676,0.4745754599571228,0.12360501289367676
0.006240129470825195,0.8117895126342773,0.006240129470825195
0.03563302755355835,0.770359456539154,0.03563302755355835
0.13569390773773193,0.19099634885787964,0.13569390773773193
0.07677233219146729,0.5790207386016846,0.07677233219146729
0.009882807731628418,0.7749660015106201,0.009882807731628418
0.036415815353393555,0.7459951639175415,0.036415815353393555
0.07641959190368652,0.6466917991638184,0.07641959190368652
0.09457778930664062,0.6433431506156921,0.09457778930664062
0.0975525975227356,0.5522390604019165,0.0975525975227356
0.020009517669677734,0.7398097515106201,0.020009517669677734
0.06169283390045166,0.6497491002082825,0.06169283390045166
0.06101185083389282,0.6477212905883789,0.06101185083389282
0.04134225845336914,0.7511395812034607,0.04134225845336914
0.07893431186676025,0.6959028244018555,0.07893431186676025
0.025302767753601074,0.761455774307251,0.025302767753601074
0.10627400875091553,0.5979731678962708,0.10627400875091553
0.0734451413154602,0.6334704160690308,0.0734451413154602
0.09855461120605469,0.5917233228683472,0.09855461120605469
0.11146366596221924,0.5649502873420715,0.11146366596221924
0.05337107181549072,0.7166463136672974,0.05337107181549072
0.014536738395690918,0.6840301752090454,0.014536738395690918
0.006240129470825195,0.8117895126342773,0.006240129470825195
0.00926440954208374,0.7793205380439758,0.00926440954208374
0.10935091972351074,0.5620677471160889,0.10935091972351074
0.029374122619628906,0.7698153257369995,0.029374122619628906
0.10081136226654053,0.6279340982437134,0.10081136226654053
0.10413789749145508,0.6568745374679565,0.10413789749145508
0.059795498847961426,0.6819502115249634,0.059795498847961426
0.03848391771316528,0.7372788190841675,0.03848391771316528
0.13739174604415894,0.522517204284668,0.13739174604415894
0.07959514856338501,0.5155782103538513,0.07959514856338501
0.11427366733551025,0.5461704134941101,0.11427366733551025
0.036872267723083496,0.7573459148406982,0.036872267723083496
0.06570345163345337,0.6634650826454163,0.06570345163345337
0.08744418621063232,0.6625102758407593,0.08744418621063232
0.04367983341217041,0.740990936756134,0.04367983341217041
0.09580814838409424,0.5486871004104614,0.09580814838409424
0.09816300868988037,0.5917617082595825,0.09816300868988037
0.052204132080078125,0.7485914826393127,0.052204132080078125
0.06154894828796387,0.6097316145896912,0.06154894828796387
0.032521963119506836,0.7198139429092407,0.032521963119506836
0.011166214942932129,0.7738399505615234,0.011166214942932129
0.006240129470825195,0.8117895126342773,0.006240129470825195
0.18073564767837524,0.4009498357772827,0.18073564767837524
0.010421991348266602,0.7751364707946777,0.010421991348266602
0.13919281959533691,0.5422825813293457,0.13919281959533691
0.01686859130859375,0.8245319724082947,0.01686859130859375
0.10574570298194885,0.4370950162410736,0.10574570298194885
0.04132801294326782,0.7186596393585205,0.04132801294326782
0.011584997177124023,0.7805204391479492,0.011584997177124023
0.034616708755493164,0.7494649291038513,0.034616708755493164
0.1000814437866211,0.5805535316467285,0.1000814437866211
0.007155358791351318,0.8129317164421082,0.007155358791351318
0.0753973126411438,0.6762955188751221,0.0753973126411438
0.09849625825881958,0.6421994566917419,0.09849625825881958
0.037873148918151855,0.7507597208023071,0.037873148918151855
0.0746195912361145,0.6442942023277283,0.0746195912361145
0.013515949249267578,0.7722263336181641,0.013515949249267578
0.03454786539077759,0.7400420904159546,0.03454786539077759
0.0647771954536438,0.591410756111145,0.0647771954536438
0.0629127025604248,0.6807904243469238,0.0629127025604248
0.020069420337677002,0.7517161965370178,0.020069420337677002
0.03985780477523804,0.7442294359207153,0.03985780477523804
0.006240129470825195,0.8117895126342773,0.006240129470825195
0.03814065456390381,0.7109777927398682,0.03814065456390381
0.06932240724563599,0.613393247127533,0.06932240724563599
0.03806889057159424,0.7219432592391968,0.03806889057159424
0.1279091238975525,0.3910733461380005,0.1279091238975525
0.0291597843170166,0.747941255569458,0.0291597843170166
0.13969206809997559,0.518921971321106,0.13969206809997559
0.08276021480560303,0.5885251760482788,0.08276021480560303
0.03989976644515991,0.7571708559989929,0.03989976644515991
0.008878171443939209,0.75359046459198,0.008878171443939209
0.03031325340270996,0.7791005373001099,0.03031325340270996
0.019177615642547607,0.772528886795044,0.019177615642547607
0.04674035310745239,0.73152095079422,0.04674035310745239
0.03176724910736084,0.7351177930831909,0.03176724910736084
0.08446395397186279,0.6163454055786133,0.08446395397186279
0.11578959226608276,0.4705115556716919,0.11578959226608276
0.01949077844619751,0.7616881728172302,0.01949077844619751
0.05141878128051758,0.7306444644927979,0.05141878128051758
0.026775479316711426,0.7725749015808105,0.026775479316711426
0.09980612993240356,0.641232430934906,0.09980612993240356
0.09900999069213867,0.5114437341690063,0.09900999069213867
0.006240129470825195,0.8117895126342773,0.006240129470825195
0.03264617919921875,0.7828871011734009,0.03264617919921875
0.05919259786605835,0.6824650168418884,0.05919259786605835
0.04082834720611572,0.7328156232833862,0.04082834720611572
0.05559229850769043,0.7533657550811768,0.05559229850769043
0.01728034019470215,0.7661333084106445,0.01728034019470215
0.0787087082862854,0.649781346321106,0.0787087082862854
0.02945154905319214,0.7579730153083801,0.02945154905319214
0.07306557893753052,0.6359823942184448,0.07306557893753052
0.013688147068023682,0.7707622647285461,0.013688147068023682
0.05398249626159668,0.6799455285072327,0.05398249626159668
0.007196664810180664,0.7788571119308472,0.007196664810180664
0.049806296825408936,0.6907959580421448,0.049806296825408936
0.012671172618865967,0.7171314358711243,0.012671172618865967
0.04675477743148804,0.6360672116279602,0.04675477743148804
0.061536312103271484,0.6892731189727783,0.061536312103271484
0.06628763675689697,0.5099879503250122,0.06628763675689697
0.12771576642990112,0.39469414949417114,0.12771576642990112
0.061536312103271484,0.6892731189727783,0.061536312103271484
0.07268774509429932,0.6651968359947205,0.07268774509429932
0.059370338916778564,0.6200236082077026,0.059370338916778564
0.006240129470825195,0.8117895126342773,0.006240129470825195
0.011778473854064941,0.820202112197876,0.011778473854064941
0.05836057662963867,0.6959253549575806,0.05836057662963867
0.1478467583656311,0.3520583510398865,0.1478467583656311
0.064738929271698,0.7243695259094238,0.064738929271698
0.04804384708404541,0.6799787282943726,0.04804384708404541
0.07455885410308838,0.6360344886779785,0.07455885410308838
0.004459977149963379,0.8103165626525879,0.004459977149963379
0.05299067497253418,0.6750848293304443,0.05299067497253418
0.14300483465194702,0.48445892333984375,0.14300483465194702
0.0,0.7842499017715454,0.0
0.14706897735595703,0.44855010509490967,0.14706897735595703
0.04028189182281494,0.6841897964477539,0.04028189182281494
0.07584476470947266,0.6682971715927124,0.07584476470947266
0.17190667986869812,0.3022143244743347,0.17190667986869812
0.0802343487739563,0.5998924374580383,0.0802343487739563
0.03601527214050293,0.7409425973892212,0.03601527214050293
0.04540199041366577,0.7495023608207703,0.04540199041366577
0.10253673791885376,0.5624557733535767,0.10253673791885376
0.0905500054359436,0.5579942464828491,0.0905500054359436
0.06615638732910156,0.5967502593994141,0.06615638732910156
0.0,0.7842499017715454,0.0
